"month","shop_id","shop_clicks","shop_sessions","avg_clicks_competitors","avg_sessions_competitors","clicks_vs_competitors","sessions_vs_competitors"
"2020-04-01",11484,"3574","6468","8255.7178217821782178","15004.980198019802",43.291208313470115,43.105688342418325
"2020-04-01",11313,"3465","6184","8255.7178217821782178","15004.980198019802",41.97091124962897,41.21298341210806
"2020-04-01",11739,"3424","6352","8255.7178217821782178","15004.980198019802",41.47428574855111,42.332611680742296
"2020-04-01",4921,"3376","6032","8255.7178217821782178","15004.980198019802",40.89287052777703,40.19998640715327
"2020-04-01",8219,"3330","5848","8255.7178217821782178","15004.980198019802",40.335680941201865,38.97372687483957
"2020-04-01",8411,"3274","5980","8255.7178217821782178","15004.980198019802",39.65736318363211,39.853434800195046
"2020-04-01",7654,"3077","5424","8255.7178217821782178","15004.980198019802",37.27113821503848,36.147998387334106
"2020-04-01",365,"2876","4958","8255.7178217821782178","15004.980198019802",34.83646197804702,33.04236283267007
"2020-04-01",4622,"2862","5014","8255.7178217821782178","15004.980198019802",34.666882538654576,33.415572255548156
"2020-04-01",1742,"2849","4836","8255.7178217821782178","15004.980198019802",34.5094159163616,32.22929944711426
"2020-04-01",1213,"2793","4978","8255.7178217821782178","15004.980198019802",33.83109815879183,33.17565191226939
"2020-04-01",6295,"2692","4864","8255.7178217821782178","15004.980198019802",32.607703631746375,32.415904158553296
"2020-04-01",8375,"2600","4474","8255.7178217821782178","15004.980198019802",31.49332445859605,29.816767106366665
"2020-04-01",11288,"2375","4102","8255.7178217821782178","15004.980198019802",28.767940611217547,27.337590225819415
"2020-04-01",2157,"2190","3846","8255.7178217821782178","15004.980198019802",26.527069447817443,25.631490006948187
"2020-04-01",2371,"2142","3936","8255.7178217821782178","15004.980198019802",25.945654227043363,26.2312908651451
"2020-04-01",5153,"2119","3536","8255.7178217821782178","15004.980198019802",25.667059433755785,23.56550927315881
"2020-04-01",4030,"1965","3574","8255.7178217821782178","15004.980198019802",23.80168560043894,23.81875852439751
"2020-04-01",9700,"1950","3468","8255.7178217821782178","15004.980198019802",23.619993343947037,23.11232640252114
"2020-04-01",5107,"1944","3362","8255.7178217821782178","15004.980198019802",23.54731644135028,22.405894280644777
"2020-04-01",5230,"1913","2898","8255.7178217821782178","15004.980198019802",23.171819111267016,19.313587633940678
"2020-04-01",11056,"1911","3566","8255.7178217821782178","15004.980198019802",23.1475934770681,23.765442892557783
"2020-04-01",11753,"1891","3516","8255.7178217821782178","15004.980198019802",22.9053371350789,23.4322201935595
"2020-04-01",5264,"1845","2792","8255.7178217821782178","15004.980198019802",22.348147548503736,18.60715551206431
"2020-04-01",11308,"1835","3582","8255.7178217821782178","15004.980198019802",22.227019377509137,23.872074156237236
"2020-04-01",7599,"1793","3058","8255.7178217821782178","15004.980198019802",21.718281059331815,20.37990027073519
"2020-04-01",1095,"1763","3306","8255.7178217821782178","15004.980198019802",21.354896546348016,22.032684857766693
"2020-04-01",8504,"1683","3040","8255.7178217821782178","15004.980198019802",20.385871178391213,20.25994009909581
"2020-04-01",100,"1646","2962","8255.7178217821782178","15004.980198019802",19.937696945711192,19.740112688658485
"2020-04-01",6760,"1621","3076","8255.7178217821782178","15004.980198019802",19.634876518224694,20.499860442374576
"2020-04-01",9654,"1489","2626","8255.7178217821782178","15004.980198019802",18.03598466109597,17.50085615139
"2020-04-01",5199,"1403","2628","8255.7178217821782178","15004.980198019802",16.99428239054241,17.51418505934993
"2020-04-01",11989,"1400","2536","8255.7178217821782178","15004.980198019802",16.95794393924403,16.901055293193085
"2020-04-01",5308,"1352","2302","8255.7178217821782178","15004.980198019802",16.376528718469945,15.341573061881103
"2020-04-01",10017,"1341","2480","8255.7178217821782178","15004.980198019802",16.243287730375886,16.527845870315
"2020-04-01",7408,"1301","2552","8255.7178217821782178","15004.980198019802",15.758775046397485,17.007686556872535
"2020-04-01",7978,"1291","2686","8255.7178217821782178","15004.980198019802",15.637646875402886,17.900723390187945
"2020-04-01",4103,"1289","2400","8255.7178217821782178","15004.980198019802",15.613421241203964,15.994689551917746
"2020-04-01",1155,"1268","2312","8255.7178217821782178","15004.980198019802",15.359052082115305,15.408217601680763
"2020-04-01",8332,"1259","2348","8255.7178217821782178","15004.980198019802",15.250036728220165,15.648137944959528
"2020-04-01",9216,"1247","2116","8255.7178217821782178","15004.980198019802",15.104682923026644,14.10198462160748
"2020-04-01",1733,"1225","2182","8255.7178217821782178","15004.980198019802",14.838200946838526,14.541838584285216
"2020-04-01",9266,"1126","1892","8255.7178217821782178","15004.980198019802",13.639032053991981,12.609146930095156
"2020-04-01",10835,"1120","2080","8255.7178217821782178","15004.980198019802",13.566355151395223,13.862064278328711
"2020-04-01",6165,"1076","1846","8255.7178217821782178","15004.980198019802",13.03339119901898,12.302582047016733
"2020-04-01",7400,"1066","1806","8255.7178217821782178","15004.980198019802",12.912263028024382,12.036003887818103
"2020-04-01",1552,"1018","1804","8255.7178217821782178","15004.980198019802",12.3308478072503,12.022674979858172
"2020-04-01",6729,"1015","1822","8255.7178217821782178","15004.980198019802",12.29450935595192,12.142635151497554
"2020-04-01",10014,"973","1816","8255.7178217821782178","15004.980198019802",11.7857710377746,12.102648427617762
"2020-04-01",1103,"952","1654","8255.7178217821782178","15004.980198019802",11.531401878685939,11.023006882863314
"2020-04-01",1203,"950","1794","8255.7178217821782178","15004.980198019802",11.507176244487018,11.956030440058514
"2020-04-01",443,"949","1690","8255.7178217821782178","15004.980198019802",11.495063427387558,11.262927226142079
"2020-04-01",11786,"911","1620","8255.7178217821782178","15004.980198019802",11.034776377608079,10.79641544754448
"2020-04-01",9397,"885","1668","8255.7178217821782178","15004.980198019802",10.719843133022119,11.116309238582833
"2020-04-01",5563,"881","1878","8255.7178217821782178","15004.980198019802",10.671391864624278,12.515844574375636
"2020-04-01",9558,"872","1572","8255.7178217821782178","15004.980198019802",10.562376510729138,10.476521656506122
"2020-04-01",1269,"851","1472","8255.7178217821782178","15004.980198019802",10.308007351640477,9.81007625850955
"2020-04-01",6758,"840","1394","8255.7178217821782178","15004.980198019802",10.174766363546418,9.290248848072222
"2020-04-01",6920,"815","1460","8255.7178217821782178","15004.980198019802",9.871945936059916,9.730102810749962
"2020-04-01",5937,"763","1814","8255.7178217821782178","15004.980198019802",9.242079446887995,12.08931951965783
"2020-04-01",4068,"756","1414","8255.7178217821782178","15004.980198019802",9.157289727191776,9.423537927671537
"2020-04-01",4796,"740","1278","8255.7178217821782178","15004.980198019802",8.963484653600414,8.517172186396198
"2020-04-01",10902,"705","1338","8255.7178217821782178","15004.980198019802",8.539536055119314,8.917039425194142
"2020-04-01",447,"700","1332","8255.7178217821782178","15004.980198019802",8.478971969622014,8.87705270131435
"2020-04-01",1634,"673","1266","8255.7178217821782178","15004.980198019802",8.151925907936594,8.43719873863661
"2020-04-01",7211,"655","1182","8255.7178217821782178","15004.980198019802",7.9338952001463126,7.87738460431949
"2020-04-01",4031,"647","992","8255.7178217821782178","15004.980198019802",7.836992663350633,6.611138348126001
"2020-04-01",10775,"647","1160","8255.7178217821782178","15004.980198019802",7.836992663350633,7.730766616760245
"2020-04-01",2725,"642","914","8255.7178217821782178","15004.980198019802",7.776428577853332,6.091310937688674
"2020-04-01",4860,"637","1176","8255.7178217821782178","15004.980198019802",7.715864492356032,7.837397880439695
"2020-04-01",1777,"633","1248","8255.7178217821782178","15004.980198019802",7.667413223958193,8.317238566997228
"2020-04-01",587,"632","1140","8255.7178217821782178","15004.980198019802",7.655300406858732,7.5974775371609296
"2020-04-01",9098,"625","1196","8255.7178217821782178","15004.980198019802",7.570510687162512,7.97068696003901
"2020-04-01",8572,"567","968","8255.7178217821782178","15004.980198019802",6.867967295393831,6.451191452606824
"2020-04-01",1292,"559","1026","8255.7178217821782178","15004.980198019802",6.771064758598151,6.8377297834448365
"2020-04-01",5165,"543","978","8255.7178217821782178","15004.980198019802",6.577259685006791,6.517835992406481
"2020-04-01",10315,"537","938","8255.7178217821782178","15004.980198019802",6.50458278241003,6.251257833207852
"2020-04-01",3630,"529","926","8255.7178217821782178","15004.980198019802",6.40768024561435,6.1712843854482635
"2020-04-01",421,"513","934","8255.7178217821782178","15004.980198019802",6.21387517202299,6.224600017287989
"2020-04-01",4255,"492","976","8255.7178217821782178","15004.980198019802",5.95950601293433,6.50450708444655
"2020-04-01",8495,"481","868","8255.7178217821782178","15004.980198019802",5.82626502484027,5.784746054610252
"2020-04-01",605,"455","896","8255.7178217821782178","15004.980198019802",5.511331780254309,5.971350766049292
"2020-04-01",6221,"449","868","8255.7178217821782178","15004.980198019802",5.438654877657549,5.784746054610252
"2020-04-01",4696,"446","844","8255.7178217821782178","15004.980198019802",5.402316426359169,5.624799159091074
"2020-04-01",3978,"434","806","8255.7178217821782178","15004.980198019802",5.256962621165648,5.371549907852376
"2020-04-01",5920,"417","660","8255.7178217821782178","15004.980198019802",5.051044730474828,4.39853962677738
"2020-04-01",8686,"370","646","8255.7178217821782178","15004.980198019802",4.481742326800207,4.305237271057861
"2020-04-01",8135,"370","664","8255.7178217821782178","15004.980198019802",4.481742326800207,4.425197442697243
"2020-04-01",10177,"362","680","8255.7178217821782178","15004.980198019802",4.384839790004527,4.531828706376695
"2020-04-01",7535,"361","654","8255.7178217821782178","15004.980198019802",4.372726972905068,4.358552902897586
"2020-04-01",4596,"354","474","8255.7178217821782178","15004.980198019802",4.287937253208847,3.1589511865037547
"2020-04-01",3925,"354","684","8255.7178217821782178","15004.980198019802",4.287937253208847,4.558486522296557
"2020-04-01",2434,"349","658","8255.7178217821782178","15004.980198019802",4.227373167711547,4.385210718817448
"2020-04-01",2421,"334","656","8255.7178217821782178","15004.980198019802",4.045680911219646,4.371881810857517
"2020-04-01",11866,"333","590","8255.7178217821782178","15004.980198019802",4.033568094120186,3.932027848179779
"2020-04-01",9918,"310","532","8255.7178217821782178","15004.980198019802",3.7549733008326065,3.545489517341767
"2020-04-01",2608,"298","584","8255.7178217821782178","15004.980198019802",3.609619495639086,3.8920411242999844
"2020-04-01",768,"295","552","8255.7178217821782178","15004.980198019802",3.573281044340706,3.6787785969410813
"2020-04-01",547,"276","520","8255.7178217821782178","15004.980198019802",3.343137519450966,3.465516069582178
"2020-04-01",371,"274","450","8255.7178217821782178","15004.980198019802",3.3189118852520454,2.999004290984577
"2020-04-01",2137,"261","492","8255.7178217821782178","15004.980198019802",3.1614452629590652,3.2789113581431377
"2020-04-01",7860,"223","414","8255.7178217821782178","15004.980198019802",2.7011582131795846,2.759083947705811
"2020-04-01",9917,"199","326","8255.7178217821782178","15004.980198019802",2.4104506027925443,2.172611997468827
"2020-04-01",9348,"191","256","8255.7178217821782178","15004.980198019802",2.313548065996864,1.7061002188712264
"2020-04-01",2660,"186","342","8255.7178217821782178","15004.980198019802",2.2529839804995637,2.2792432611482787
"2020-04-01",3145,"185","288","8255.7178217821782178","15004.980198019802",2.2408711634001035,1.9193627462301295
"2020-04-01",7292,"167","362","8255.7178217821782178","15004.980198019802",2.022840455609823,2.4125323407475934
"2020-04-01",1542,"165","314","8255.7178217821782178","15004.980198019802",1.9986148214109032,2.092638549709238
"2020-04-01",2315,"156","308","8255.7178217821782178","15004.980198019802",1.889599467515763,2.052651825829444
"2020-04-01",8974,"149","256","8255.7178217821782178","15004.980198019802",1.804809747819543,1.7061002188712264
"2020-04-01",11466,"137","268","8255.7178217821782178","15004.980198019802",1.6594559426260227,1.786073666630815
"2020-04-01",1604,"124","206","8255.7178217821782178","15004.980198019802",1.5019893203330426,1.3728775198729397
"2020-04-01",10368,"108","200","8255.7178217821782178","15004.980198019802",1.3081842467416822,1.3328907959931455
"2020-04-01",5706,"96","176","8255.7178217821782178","15004.980198019802",1.1628304415481618,1.1729439004739681
"2020-04-01",6952,"86","150","8255.7178217821782178","15004.980198019802",1.0417022705535617,0.9996680969948591
"2020-04-01",2171,"85","120","8255.7178217821782178","15004.980198019802",1.0295894534541017,0.7997344775958873
"2020-04-01",946,"82","152","8255.7178217821782178","15004.980198019802",0.9932510021557216,1.0129970049547905
"2020-04-01",7869,"79","142","8255.7178217821782178","15004.980198019802",0.9569125508573415,0.9463524651551333
"2020-04-01",11597,"75","144","8255.7178217821782178","15004.980198019802",0.9084612824595014,0.9596813731150647
"2020-04-01",4466,"71","130","8255.7178217821782178","15004.980198019802",0.8600100140616616,0.8663790173955445
"2020-04-01",11931,"70","160","8255.7178217821782178","15004.980198019802",0.8478971969622014,1.0663126367945164
"2020-04-01",987,"68","122","8255.7178217821782178","15004.980198019802",0.8236715627632815,0.8130633855558187
"2020-04-01",4777,"67","112","8255.7178217821782178","15004.980198019802",0.8115587456638214,0.7464188457561615
"2020-04-01",3690,"65","104","8255.7178217821782178","15004.980198019802",0.7873331114649014,0.6931032139164356
"2020-04-01",11077,"64","104","8255.7178217821782178","15004.980198019802",0.7752202943654413,0.6931032139164356
"2020-04-01",7551,"62","124","8255.7178217821782178","15004.980198019802",0.7509946601665213,0.8263922935157502
"2020-04-01",5895,"58","112","8255.7178217821782178","15004.980198019802",0.7025433917686811,0.7464188457561615
"2020-04-01",800,"57","102","8255.7178217821782178","15004.980198019802",0.6904305746692211,0.6797743059565041
"2020-04-01",4448,"56","64","8255.7178217821782178","15004.980198019802",0.6783177575697612,0.4265250547178066
"2020-04-01",10554,"47","94","8255.7178217821782178","15004.980198019802",0.5693024036746209,0.6264586741167784
"2020-04-01",1214,"43","80","8255.7178217821782178","15004.980198019802",0.5208511352767808,0.5331563183972582
"2020-04-01",1830,"41","78","8255.7178217821782178","15004.980198019802",0.4966255010778608,0.5198274104373267
"2020-04-01",10054,"36","64","8255.7178217821782178","15004.980198019802",0.43606141558056066,0.4265250547178066
"2020-04-01",5547,"32","48","8255.7178217821782178","15004.980198019802",0.38761014718272063,0.3198937910383549
"2020-04-01",9903,"30","60","8255.7178217821782178","15004.980198019802",0.3633845129838006,0.39986723879794367
"2020-04-01",6290,"28","56","8255.7178217821782178","15004.980198019802",0.3391588787848806,0.37320942287808073
"2020-04-01",812,"27","44","8255.7178217821782178","15004.980198019802",0.32704606168542055,0.29323597511849203
"2020-04-01",4800,"23","46","8255.7178217821782178","15004.980198019802",0.27859479328758047,0.30656488307842344
"2020-04-01",3162,"23","46","8255.7178217821782178","15004.980198019802",0.27859479328758047,0.30656488307842344
"2020-04-01",506,"21","34","8255.7178217821782178","15004.980198019802",0.2543691590886604,0.22659143531883474
"2020-04-01",9053,"18","36","8255.7178217821782178","15004.980198019802",0.21803070779028033,0.23992034327876618
"2020-04-01",8854,"17","38","8255.7178217821782178","15004.980198019802",0.20591789069082037,0.2532492512386976
"2020-04-01",8417,"16","26","8255.7178217821782178","15004.980198019802",0.19380507359136032,0.1732758034791089
"2020-04-01",8162,"14","28","8255.7178217821782178","15004.980198019802",0.1695794393924403,0.18660471143904037
"2020-04-01",5072,"14","32","8255.7178217821782178","15004.980198019802",0.1695794393924403,0.2132625273589033
"2020-04-01",4680,"12","24","8255.7178217821782178","15004.980198019802",0.14535380519352023,0.15994689551917746
"2020-04-01",3122,"10","12","8255.7178217821782178","15004.980198019802",0.1211281709946002,0.07997344775958873
"2020-04-01",7776,"9","12","8255.7178217821782178","15004.980198019802",0.10901535389514017,0.07997344775958873
"2020-04-01",6454,"9","18","8255.7178217821782178","15004.980198019802",0.10901535389514017,0.11996017163938309
"2020-04-01",8855,"8","12","8255.7178217821782178","15004.980198019802",0.09690253679568016,0.07997344775958873
"2020-04-01",5905,"6","12","8255.7178217821782178","15004.980198019802",0.07267690259676012,0.07997344775958873
"2020-04-01",2235,"6","12","8255.7178217821782178","15004.980198019802",0.07267690259676012,0.07997344775958873
"2020-04-01",11411,"3","6","8255.7178217821782178","15004.980198019802",0.03633845129838006,0.039986723879794364
"2020-04-01",8667,"3","6","8255.7178217821782178","15004.980198019802",0.03633845129838006,0.039986723879794364
"2020-04-01",6575,"2","4","8255.7178217821782178","15004.980198019802",0.02422563419892004,0.026657815919862913
"2020-04-01",10206,"2","4","8255.7178217821782178","15004.980198019802",0.02422563419892004,0.026657815919862913
"2020-04-01",8911,"2","4","8255.7178217821782178","15004.980198019802",0.02422563419892004,0.026657815919862913
"2020-05-01",7682,"489211","925996","10561.693467336683","19728.040201005025",4631.937117972078,4693.806331319348
"2020-05-01",2751,"257248","469360","10561.693467336683","19728.040201005025",2435.670006856103,2379.151680642302
"2020-05-01",7712,"196610","367854","10561.693467336683","19728.040201005025",1861.5385932951021,1864.6251541055765
"2020-05-01",3332,"99956","178568","10561.693467336683","19728.040201005025",946.4012595056469,905.148196073237
"2020-05-01",11291,"90665","166124","10561.693467336683","19728.040201005025",858.4324121921593,842.0704657299766
"2020-05-01",2328,"77073","187666","10561.693467336683","19728.040201005025",729.7409287474361,951.2652959336506
"2020-05-01",5913,"74373","136362","10561.693467336683","19728.040201005025",704.1768465446144,691.2090537662893
"2020-05-01",5885,"66117","124562","10561.693467336683","19728.040201005025",626.0075640755418,631.3957125536186
"2020-05-01",7623,"53679","96634","10561.693467336683","19728.040201005025",508.2423587278765,489.8307131140025
"2020-05-01",3603,"40296","72272","10561.693467336683","19728.040201005025",381.52972460922354,366.3415081459444
"2020-05-01",5564,"38240","69830","10561.693467336683","19728.040201005025",362.0631494207045,353.9631878712544
"2020-05-01",10775,"35826","60970","10561.693467336683","19728.040201005025",339.20696629566316,309.05249268953713
"2020-05-01",4385,"34116","60080","10561.693467336683","19728.040201005025",323.01638090054274,304.5411474624798
"2020-05-01",1014,"29279","54532","10561.693467336683","19728.040201005025",277.2188010431173,276.4187392380817
"2020-05-01",9428,"27083","50894","10561.693467336683","19728.040201005025",256.426680851489,257.977982006582
"2020-05-01",3382,"26057","46794","10561.693467336683","19728.040201005025",246.71232961441677,237.19538039878958
"2020-05-01",5719,"23358","43468","10561.693467336683","19728.040201005025",221.1577155901887,220.3361284603707
"2020-05-01",7382,"22389","40646","10561.693467336683","19728.040201005025",211.98305053295377,206.03161584154384
"2020-05-01",2448,"19386","35210","10561.693467336683","19728.040201005025",183.55011021625987,178.47692746594396
"2020-05-01",6208,"16974","30908","10561.693467336683","19728.040201005025",160.7128634484058,156.67040255942618
"2020-05-01",7881,"16416","31468","10561.693467336683","19728.040201005025",155.429619793156,159.50900180341733
"2020-05-01",11098,"15883","29434","10561.693467336683","19728.040201005025",150.3830806027471,149.19880383506376
"2020-05-01",5131,"14301","37740","10561.693467336683","19728.040201005025",135.40442206761233,191.30131333611828
"2020-05-01",2084,"13112","23164","10561.693467336683","19728.040201005025",124.14675771977713,117.41663015680561
"2020-05-01",11228,"12936","24188","10561.693467336683","19728.040201005025",122.48035828729688,122.6072116315323
"2020-05-01",3436,"12470","21890","10561.693467336683","19728.040201005025",118.06818706266174,110.95881687672573
"2020-05-01",5165,"12129","22814","10561.693467336683","19728.040201005025",114.83953816223129,115.64250562931113
"2020-05-01",4841,"11497","20838","10561.693467336683","19728.040201005025",108.85564929105229,105.6263054397995
"2020-05-01",9186,"11265","20040","10561.693467336683","19728.040201005025",106.65903185732834,101.58130151711208
"2020-05-01",8126,"10234","18608","10561.693467336683","19728.040201005025",96.89733972728791,94.32259773604899
"2020-05-01",11092,"9606","17490","10561.693467336683","19728.040201005025",90.95132357048345,88.65553710250951
"2020-05-01",7400,"9222","14324","10561.693467336683","19728.040201005025",87.31554299052658,72.60731351951665
"2020-05-01",7807,"9160","16592","10561.693467336683","19728.040201005025",86.72851591772105,84.10364045768083
"2020-05-01",10200,"8558","16378","10561.693467336683","19728.040201005025",81.02867240435117,83.0188900322985
"2020-05-01",8179,"6991","14204","10561.693467336683","19728.040201005025",66.19203654812095,71.9990422529471
"2020-05-01",8411,"6881","12334","10561.693467336683","19728.040201005025",65.1505369028208,62.52014834890522
"2020-05-01",11455,"6350","11590","10561.693467336683","19728.040201005025",60.1229340695992,58.74886649617411
"2020-05-01",116,"6111","10894","10561.693467336683","19728.040201005025",57.860039385719794,55.220893150070815
"2020-05-01",2492,"6067","10914","10561.693467336683","19728.040201005025",57.443439527599736,55.32227169449907
"2020-05-01",8415,"5855","10532","10561.693467336683","19728.040201005025",55.43618566574856,53.38594149591939
"2020-05-01",2654,"5815","10272","10561.693467336683","19728.040201005025",55.057458522003046,52.06802041835207
"2020-05-01",3725,"5785","10514","10561.693467336683","19728.040201005025",54.77341316419392,53.29470080593396
"2020-05-01",8816,"5579","9946","10561.693467336683","19728.040201005025",52.82296837390456,50.415550144171505
"2020-05-01",243,"4606","8006","10561.693467336683","19728.040201005025",43.61043060229511,40.58183133463071
"2020-05-01",4921,"4552","8436","10561.693467336683","19728.040201005025",43.09914895823867,42.76147003983821
"2020-05-01",3137,"4382","7754","10561.693467336683","19728.040201005025",41.48955859732027,39.30446167483469
"2020-05-01",4375,"4328","8196","10561.693467336683","19728.040201005025",40.97827695326384,41.54492750669914
"2020-05-01",1977,"4170","7802","10561.693467336683","19728.040201005025",39.48230473546908,39.547770181462504
"2020-05-01",8219,"4102","7026","10561.693467336683","19728.040201005025",38.83846859110172,35.614282657646186
"2020-05-01",11484,"4016","6720","10561.693467336683","19728.040201005025",38.02420523204888,34.06319092789388
"2020-05-01",11313,"3945","7294","10561.693467336683","19728.040201005025",37.35196455190061,36.97275515298481
"2020-05-01",1552,"3912","6740","10561.693467336683","19728.040201005025",37.039514658310566,34.16456947232213
"2020-05-01",4622,"3838","6864","10561.693467336683","19728.040201005025",36.33886944238138,34.793116447777315
"2020-05-01",2531,"3743","6632","10561.693467336683","19728.040201005025",35.4393924759858,33.61712533240955
"2020-05-01",4030,"3582","6560","10561.693467336683","19728.040201005025",33.91501572241013,33.25216257246783
"2020-05-01",1742,"3380","5880","10561.693467336683","19728.040201005025",32.00244364649532,29.80529206190714
"2020-05-01",11288,"3316","5886","10561.693467336683","19728.040201005025",31.396480216502514,29.83570562523562
"2020-05-01",9700,"3299","5714","10561.693467336683","19728.040201005025",31.235521180410675,28.96385014315262
"2020-05-01",8375,"3272","5266","10561.693467336683","19728.040201005025",30.979880358382456,26.692970747959695
"2020-05-01",10896,"3028","8604","10561.693467336683","19728.040201005025",28.669644781534863,43.61304981303555
"2020-05-01",11813,"3028","5660","10561.693467336683","19728.040201005025",28.669644781534863,28.69012807319633
"2020-05-01",2157,"2941","5054","10561.693467336683","19728.040201005025",27.845913243888386,25.618358177020184
"2020-05-01",11753,"2896","5372","10561.693467336683","19728.040201005025",27.419845207174692,27.230277033429452
"2020-05-01",7754,"2749","4934","10561.693467336683","19728.040201005025",26.02802295390995,25.010086910450653
"2020-05-01",100,"2578","4730","10561.693467336683","19728.040201005025",24.408964414397914,23.976025757282446
"2020-05-01",11056,"2420","4366","10561.693467336683","19728.040201005025",22.91299219660316,22.130936248688194
"2020-05-01",10017,"2265","4158","10561.693467336683","19728.040201005025",21.445424514589323,21.076599386634335
"2020-05-01",604,"2214","3948","10561.693467336683","19728.040201005025",20.9625474063138,20.012124670137652
"2020-05-01",5153,"2123","3706","10561.693467336683","19728.040201005025",20.10094315429277,18.785444282555762
